translation,ground_truth,generated,is_flawed
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", सपुत्रांत्वांत्यजामीतियदुक्ताकेकयीत्वया ।स शापःकेकयींघोरस्सपुत्रां न स्पृशेत्प्रभो ।। ,"<verse>
यदुक्तं हि त्वया देव शापेन कैकयीं सुतम् ।
स शापो दारुणो मा भूत् कैकेय्यां मयि चाप्ययम् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", गर्हितं तु कृतं कर्म येन स्म पशिताशिना।प्रतीकार्यं च मे तस्य वैरं भ्रातृकृतं भवेत्।। ,"<verse>
न जायते म्रियते वा कदाचिद्-
नायं भूत्वा भविता वा न भूयः ।
अजो नित्यः शाश्वतोऽयं पुराणो
न हन्यते हन्यमाने शरीरे ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", सम्पीड्यरसिचास्कन्धम् करेणाभिनिवेश्य च ।।किञ्चिदभ्यवनम्यैनमुन्ममाथयथागजः । ,"<verse>
एकेनोरसि वृक्षस्य स्कन्धं पीड्य करेण सः ।
शाखामन्यकरेणाकृष्य कुम्भं द्विरदोपमः ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", पूर्णचन्द्राननंरामंद्रक्ष्यस्यार्येसलक्ष्मणम् ।।स्थिरमित्रंहतामित्रंशचीवत्रिदशेश्वरम् । ,"<verse>
सजीवनाथं कल्याणि रामं सौमित्रिणा सह ।
द्रक्ष्यस्यद्य शचीव प्रमुदितं शक्रं सुरेश्वरम् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", तमाविध्यमहातेजाश्शक्रध्वजसमंतदा ।निननादविवृत्तास्योनिकुम्भोभीमविक्रमः ।। ,"<verse>
गृह्य तां सहसा भीमां गदां शक्रध्वजोपमाम् ।
ननाद सुमहानादं तां च वेगेन ताडयत् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", रामस्त्वनेन वाक्येन सुप्रीतः प्रत्युवाच तम्।व्रजापृच्छस्व सौमित्रे सर्वमेव सुहृज्जनम्।। ,"<verse>
श्रुत्वा तस्य वचः प्रीतः रामो लक्ष्मणमब्रवीत् ।
आपृच्छस्व सुहृद्वर्गं गच्छ लक्ष्मण सर्वशः ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", वज्रस्पर्शतलैर्हस्स्सैर्मुष्टिभिश्चहताभृशम् ।।वेमुश्शोणितमास्येभ्योविशीर्णदशनेक्षणाः । ,"<verse>
मुष्टिहस्तप्रहारैश्च वज्रकल्पैर्हता रणे ।
रुधिरं वमतो वक्त्राद्भग्नदन्ताक्षिराक्षसाः ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", कुम्भकर्णादयश्चेमे सर्वे राक्षसपुङ्गवाः।।रक्तं निवसनं गृह्य प्रविष्टा गोमयह्रदे। ,"<verse>
कुम्भकर्णादयो दैत्या रक्ताम्बरधरास्तथा ।
विविशुर्गोमयं कुण्डं राक्षसेन्द्रा महौजसः ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", गते हि हरिशार्दूल पुनरागमनाय तु।प्राणानामपि सन्देहो मम स्यान्नात्र संशयः।। ,"<verse>
गते हि त्वयि विक्रान्ते वानराणामनुत्तम ।
प्राणानामपि सन्देहो मम स्यान्नात्र संशयः ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", ततोऽहं विपुलं रूपं संक्षिप्य निमिषान्तरात्।तस्या हृदयमादाय प्रपतामि नभ:स्थलम्।। ,"<verse>
महाकायात्क्षणाद्भूत्वा सूक्ष्मरूपो ह्यहं लघुः ।
प्रविश्य हृदयं तस्याः नभः समुत्पपात ह ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", गाश्च स्पृशतु पादेन गुरून्परिवदेत्स्वयम्।मित्रे द्रुह्येत सोऽत्यन्तं यस्याऽर्योऽनुमते गतः।। ,"<verse>
परामर्शं प्रदायाशु यः प्रैषयद् वनं मम ।
गोताडनगुरुद्रोही मित्रध्रुक् स च पातकः ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", अद्यजन्मकृतार्थंमेसम्वृत्तश्चमनोरथः ।।यत्त्वांपश्यामिराजानमयोध्यांपुनरागतम् । ,"<verse>
अद्य मे सफलं जन्म पूर्णो मेऽयं मनोरथः ।
अयोध्यायां पुनर्वीक्ष्य त्वां राज्ये भूपतिं स्थितम् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", असकृत्संयुगे येन निहता दैत्यदानवाः।।नचिराच्चीरवासास्त्वां रामो युधि वधिष्यति। ,"<verse>
वल्कलैः संवृतो रामो रणे त्वां हि वधिष्यति ।
यो हन्ता राक्षसानां च शीघ्रं त्वां स वधिष्यति ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", अद्यमत्कार्मुकोत्सृष्टंशरवर्षंदुरासदम् ।।मुक्तंवर्षमिवाकाशेवारयिष्यथसंयुगे । ,"<verse>
पश्य मे बलवीर्यं च शरासारं मुचाम्यहम् ।
वृष्टिं नभस्तलाद् घोरां दुर्निवार्यां परैरणे ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", तेनसीताजनस्थानाद्धृताहत्वाजटायुषम् ।रुद्दाचविवशादीनाराक्षसीभिस्सुरक्षिता ।। ,"<verse>
जनस्थानाद्धि हर्ता सा रावणेन तपस्विनी ।
रक्ष्यते रक्षसां गेहे दीना राक्षसरक्षिता ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", विभजाम ततः सर्वा विवादो मे न रोचते।पेयमानीयतां क्षिप्रं लेह्यमुच्चावचं बहु।। ,"<verse>
विभक्ष्यामः प्रिये सर्वं विवादो न हि मे रुचिः ।
शीघ्रं गच्छान्नपानार्थं सूपलेह्यसमन्वितम् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", यदि मां तारयेदार्यस्सुग्रीवः सत्यसङ्गरः।।अस्माद्धुःखाम्बुसंरोधाच्छीतो भव हनूमतः। ,"<verse>
यदि किञ्चित्प्रदानेन यद्यस्ति चरितं तपः ।
यदि वास्त्येकपत्नीत्वं शीतो भव हनूमतः ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", इदं धनुर्वरं ब्रह्मन् संस्पृशामीह पाणिना।यत्नवांश्च भविष्यामि तोलने पूरणेऽपि वा।। ,"<verse>
ब्रह्मर्षे पश्यामि धनुः स्पृशामीदं शरासनम् ।
प्रयते च ग्रहीतुं वै पूरयितुं च यत्नतः ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", पताकालङ्कृतंदीप्तंतप्तकाञ्चनभूषितम् ।रथंप्रदक्षिणंकृत्वासमारोहच्चमूपतिः ।। ,"<verse>
कृत्वा प्रदक्षिणं वीरः सध्वजं काञ्चनं रथम् ।
तप्तचामीकराभासं आरुरोह चमूपतिः ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  "," विवस्वतस्तनूजस्य हरेश्च कुशपर्वणः।

ऋक्षस्य केतुमालस्य मम चैव गतिर्भवेत्।।
  ","<verse>
वैवस्वतः सुग्रीवश्च कुशपर्वा च जाम्बवान् ।
केतुमालोऽथ ऋक्षश्च अहं चैव समर्थकाः ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", मित्रमौपयिकं कर्तुं रामः स्थानं परीप्सता।।वधं चानिच्छता घोरं त्वयासौ पुरुषर्षभः। ,"<verse>
कुरु मैत्रीं नरेन्द्रेण रामेण त्रिदशेशिना ।
यदि मृत्युभयान्मुक्तिमिच्छस्येतद्धि ते हितम् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", सुमहन्नोबलंकस्माद्विषादंभजतेभवान् ।त्वयाभोगवतींगत्वानिर्जिताःपन्नगायुधि ।। ,"<verse>
कस्मात्त्वं खिद्यसे वीर महत्ते सैन्यमुत्तमम् ।
भोगवत्यां त्वया वीर जिता युद्धे च पन्नगाः ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", ततः पश्चान्महातेजा नाराचान्भास्करोपमान्।जिघांसू राक्षसङ्कृद्धस्त्रयोदश समाददे।। ,"<verse>
क्रुद्धः स दीप्ततेजा वै रामो बाणान् त्रयोदश ।
जग्राह सूर्यसङ्काशान् जिघांसुर्जातुधानकम् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", संस्कारक्रमसम्पन्नामद्रुतामविलम्बिताम्।उच्चारयति कल्याणीं वाचं हृदयहारिणी।। ,"<verse>
कल्याणी संस्कृता वाणी नातिद्रुता न मन्दिता ।
मनो हरति सर्वेषां तस्य मधुरभाषितम् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", अधर्मभयभीतश्च परलोकस्य चानघ। तेन लक्ष्मण नाद्याह मात्मानमभिषेचये।। ,"<verse>
न चाहमभिषिक्तोऽस्मि परलोकभयादपि ।
भीतोऽधर्मस्य सर्वथा न राज्यमभिषेचये ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", ततस्तौ देशकालज्ञौ खड्गाभ्यामेव राघवौ।अच्छिन्दतां सुसंविग्नौ बाहू तस्यांसदेशतः।। ,"<verse>
ततः क्रुद्धास्तु भ्रातरो देशकालविदोऽचिरात् ।
कृष्य खड्गान् द्विषद्बाहू चिच्छिदुः स्कन्धदेशतः ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", न नूनं दैवतं किंचित्कालेन बलवत्तरम्।यत्र दाशरथी रामो भूमावेव शयीत सः।। ,"<verse>
शयानः पृथिवीपृष्ठे रामो दाशरथिस्तदा ।
कालो हि बलवान्नूनं न हि दैवं बलोत्तरम् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", नीवारान्पनसांस्तालांस्तिमिशान्वञ्चुलान्धवान्।चिरिबिल्वान्मधूकांश्च बिल्वानपि च तिन्दुकान्।। ,"<verse>
नीवारक्षेत्रतालांश्च पनसानप्यशोककान् ।
कोविदारान्मधूकांश्च बिल्वांस्तिन्दुकवृक्षकान् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", हन्यामहंत्विमौपापौशत्रुपक्षप्रशंसकौ ।यदिपूर्वोपकारैस्तुनक्रोधोमृदुतांव्रजेत् ।। ,"<verse>
अहनं पापिनौ चैतौ शत्रु-पक्ष-प्रशंसकौ ।
स्मृत्वा पूर्वोपकारं तु यदि कोपो न मे मृदुः ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", पुष्पितान्पुष्पिताग्राभिर्लताभिः परिवेष्टितान्। द्रुमान्पश्येह सौमित्रे पम्पाया रुचिरान्बहून्।। ,"<verse>
सौमित्रे पश्य पम्पाया-
स्तीरे फुल्लान्द्रुमानिमान् ।
लताश्च फुल्लशिखराः
संसक्ताः सर्वतो मुदा ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", सबद्धो वाग्भिरग्य्राभिरभितुष्टाव वै सुरौ।इन्द्रमिन्द्रानुजं चैव यथावन्मुनिपुत्रक:।। ,"<verse>
एवं बद्धो मुनेः पुत्र इन्द्रोपेन्द्रौ तुतोष ह ।
तुष्टाव सार्द्रया वाचा देवौ तावुभयावपि ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", अथ वैडूर्यवर्णेषु शाद्वलेषु महाबलः।धीरः सलिलकल्पेषु विचचार यथासुखम्।। ,"<verse>
वैदूर्यहरिते शादे सञ्चचार हरिर्मुदा ।
पीतपिङ्गलवर्णाङ्गो धीरो वीरो महाबलः ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", वीराश्च नियतोत्साहा राजशास्त्रमनुष्ठिता: ।शुचीनां रक्षितारश्च नित्यं विषयवासिनाम् ।।  ,"<verse>
वीरवन्तो दृढोत्साहा राष्ट्रनीतिपरायणाः ।
सदा रक्षन्ति सज्जनान् धर्मपालनतत्पराः ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", नैवं राक्षसशार्दूल त्यज्यतामेष निश्चयः।राजशास्त्रव्यपेतो हि मार्गः संसेव्यते त्वया।। ,"<verse>
रक्षःशार्दूलसंकाशो विभीषणोऽब्रवीद्वचः ।
त्यज नीतिविरुद्धं यत् संकल्पं राक्षसेश्वर ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", नवमासधृतं गर्भं भास्करस्य गभस्तिभिः।पीत्वा रसं समुद्राणां द्यौः प्रसूते रसायन।। ,"<verse>
समुद्रवारि सूर्यस्य रश्मिभिः पीतमम्बरम् ।
नवमासान् दधद् गर्भे रसं वर्षति जीवनम् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", ऊचुर्लक्षणिकायेमांपुत्रिण्यविधवेतिच ।तेऽद्यसर्वेहतेरामेज्ञानिनोऽनृतवादिनः ।। ,"<verse>
पुत्रवत्यविधवा च भविष्यामीति ये विदुः।
आदिशन् हि त्रिकालज्ञा असत्यास्ते भवन्ति मे॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", अनसूया तु धर्मज्ञा श्रुत्वा तां महतीं कथाम्।पर्यष्वजत बाहुभ्यां शिरस्याघ्राय मैथिलीम्।। ,"<verse>
श्रुत्वा सीताकथां पुण्यामनसूया यशस्विनी ।
उपाघ्राय च तां मूर्ध्नि बाहुभ्यां परिषस्वजे ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", स तु दिव्येन रूपेण मुनिपुत्रस्स्वकर्मभिः।स्वर्गमध्यारुहत्क्षिप्रं शक्रेण सह धर्मवित्।। ,"<verse>
तपस्विनः सुतः पुण्यो दिव्यं रूपमवाप्य च ।
स्वपुण्येन सहेंद्रेण सद्यः स्वर्गं जगाम सः ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", तं परिष्वज्य धर्मात्मा आतस्मात्सरयूतटात्।।आनयामास ता गोपै स्त्रिजटायाश्रमं प्रति। ,"<verse>
परिष्वज्य त्रिजटां तां रामो धर्मात्मनां वरः ।
सरयूपारपर्यन्तं प्रेषयामास गोधनम् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", स तथेति प्रतिज्ञाय मारुतिर्भीमविक्रमः।।शिरसा वन्ध्य वैदेहीं गमनायोपचक्रमे। ,"<verse>
उक्त्वा तथेति वैदेहीं महातेजा महाबलः ।
प्रणम्य शिरसा देवीं प्रतस्थे मरुतात्मजः ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", तमाहूय महातेजा ब्रह्मदत्तं महीपति:।  ददौ कन्याशतं राजा सुप्रीतेनान्तरात्मना।।  ,"<verse>
कुशनाभस्तु राजर्षिः ब्रह्मदत्ताय धीमते ।
ददौ कन्याशतं प्रीतः प्रहृष्टेनान्तरात्मना ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", ततो देवास्सगन्धर्वास्सासुरास्सहपन्नगा:।सम्भ्रान्तमनसस्सर्वे पितामहमुपागमन्।। ,"<verse>
ततो देवाः सगन्धर्वाः सासुराश्च महोरगाः ।
विभ्रान्तमनसो भूत्वा ब्रह्माणं शरणं ययुः ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", न हि ते निष्ठुरं वाच्यो भरतो नाप्रियं वचः।अहं ह्यप्रियमुक्त स्स्यां भरतस्याप्रिये कृते।। ,"<verse>
न ब्रूयाः परुषं वाक्यं भरतं प्रति कर्हिचित् ।
मदुक्तं तत् प्रपद्येत यद् भवेद् भरते कृतम् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", गतिरेका पतिर्नार्या द्वितीया गतिरात्मजः।तृतीया ज्ञातयो राजंश्चतुर्थी नेह विद्यते।। ,"<verse>
प्रथमं शरणं भर्ता द्वितीयं पुत्र एव च ।
तृतीयं बान्धवा राजन् न चतुर्थेह विद्यते ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", लक्ष्मणस्तु महोल्काभिर्ज्वलिताभिस्समन्ततः।चितामादीपयामास सा प्रजज्वाल सर्वतः।। ,"<verse>
लक्ष्मणः सुमहातेजाः चितामादीपयद्बली ।
उल्काभिर्महतीभिश्च समन्ताददहत्तदा ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", तस्या भूषणघोषेण वैदेह्या राक्षसाधिपः।बभौ सचपलो नीलस्सघोष इव तोयदः।। ,"<verse>
वैदेहीं नूपुरक्वाणां राक्षसेन्द्र उपस्थितः ।
सविद्युत्स्तनितः श्यामो मेघः प्रावृषिको यथा ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", एवमुक्तस्तया राम रम्भया भीतया तदा।।तामुवाच सहस्राक्षो वेपमानां कृताञ्जलिम्। ,"<verse>
श्रुत्वा राम भयार्तां तां रम्भां प्रणिपतां स्थिताम् ।
वेपमानां भयेनैव महेन्द्रो वाक्यमब्रवीत् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", नयनैर्ब्रुकुटीभिश्च रामं निर्दिश्य शङ्किताः।अन्योन्यमुपजल्पन्त श्शनैश्चक्रुर्मिथः कथाः।। ,"<verse>
सशङ्कं राममीक्षन्तः भ्रुकुटिकुटिलाननाः ।
परस्परं प्रजल्पन्तः रहस्ते मुनयोऽब्रुवन् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", ततोदेववरर्श्रीमान् श्रुत्वातेषांवचोऽमृतम् ।।आहूयमातलिंशक्रोवचनंचेदमब्रवीत् । ,"<verse>
श्रुत्वा तन्मधुरं वाक्यं देवराजः प्रतापवान् ।
आहूय मातलिं सूतमिदं वचनमब्रवीत् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", गिरिप्रस्थास्तु सौमित्रे सर्वतस्सम्प्रपुष्पितैः। निष्पत्रैस्सर्वतो रम्यैः प्रदीप्ता इव किंशुकैः।। ,"<verse>
अपुष्पितांश्च पश्येमान्
पुष्पितान्कुसुमाकरान् ।
सौमित्रे पश्य निष्पत्रान्
दीप्तान् इव हुताशनान् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", तयोःशरपथंप्राप्यरावणोराजपुत्रयोः ।स बभौ च यथाराहुःसमीपशशिसूर्ययोः ।। ,"<verse>
यदा तौ नृपपुत्रौ तु बाणगोचरमीयतुः ।
रावणस्य तदा वीरौ राहुं सोमदिवाकरौ ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", स चतुर्भिर्महाभागै:पुत्रैर्दशरथ: प्रियै:।।बभूव परमप्रीतो देवैरिव पितामह:। ,"<verse>
स पुत्रैः सहितो राजा तथा दशरथोऽभवत् ।
मुमुदे परमप्रीतः देवैरिव पितामहः ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", अहताङ्गं समस्तैश्च देवप्रहरणैस्तथा।अक्षोभ्याणां समुद्राणां क्षोभणं क्षिप्रकारिणम्।। ,"<verse>
न क्षतो देवयुद्धेषु क्षोभकोऽकम्प्यवारिधेः ।
शीघ्रकर्मा महावीर्यः रावणो राक्षसेश्वरः ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", तस्मात्सज्जीभवार्य त्वं कुरुष्व वचनं हितम्।ममैव हि निमित्तानि सद्यश्शंसन्ति सम्भ्रमम्।। ,"<verse>
सावधानो भव भ्रातः शृणु मे हितभाषणम् ।
पश्यामि दुर्निमित्तानि सूचयन्ति महद्भयम् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", छिद्रं हि मृगयन्तेऽत्र विद्वांसो ब्रह्मराक्षसा: ।निहतस्य च यज्ञस्य सद्य: कर्ता विनश्यति ।।  ,"<verse>
छिद्रं प्रेक्षन्ति यज्ञेषु ब्रह्मराक्षसपण्डिताः ।
छिद्रे तु सहसा प्राप्ते कर्ता शीघ्रं विनश्यति ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", नित्यं स्मरति रामस्त्वां ससुग्रीव स्सलक्ष्मणः।दिष्ट्या जीवसि वैदेहि राक्षसीवशमागता।। ,"<verse>
स्मरन्ति त्वां सदा देवि रामसुग्रीवलक्ष्मणाः ।
राक्षसीमध्यसंस्थापि दिष्ट्या जीवसि भामिनि ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", गोकुलाकुलतीरायास्तमसाया विदूरतः।अवसत्तत्र तां रात्रिं रामः प्रकृतिभिस्सह।। ,"<verse>
स रामस्तमसातीरे गोकुलाकुलसङ्कुले ।
नातिदूरे वसन् रात्रौ प्रजया सह सङ्गतः ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", वदनं पद्मसङ्काशममलं चारुदर्शनम्।शोकार्तंतु वरारोहे न भ्राजति वरानने।। ,"<verse>
शोकेनाभिहतं वक्त्रं ते सुश्रोणि गतप्रभम् ।
नेत्रानन्दकरं स्वच्छं पद्मं म्लानमिव स्थितम् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", तस्मै हस्त्युत्तमांश्चित्रान्कम्बलानजिनानि च।अभिसत्कृत्य कैकेयो भरताय धनं ददौ।। ,"<verse>
कैकेयनरदेवोऽसौ भरतायादराद्ददौ ।
चित्रकम्बलरत्नानि गजांश्चाजिनमुत्तमम् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", अथ दीर्घेण कालेन रूपयौवनशालिन:।षष्टि: पुत्रसहस्राणि सगरस्याभवंस्तदा।। ,"<verse>
कालेन महता तत्र सगरस्यात्मजा नृप ।
षष्टिः पुत्रसहस्राणि रूपयौवनशालिनः ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", एषसेतुंमहोत्साहःकरोतुमयिवानरः ।तमहंधारयिष्यामियथाह्येषपितातथा ।। ,"<verse>
सोत्साहोऽयं कपिश्रेष्ठः मयि सेतुं विधास्यति ।
तं चाहं धारयिष्यामि पितृतुल्यो हि वीर्यतः ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", ते प्रसाद्य महात्मानं विषण्णवदनास्तदा। ऊचु: परमसन्त्रस्ता पितामहमिदं वच:।। ,"<verse>
उद्विग्नमनसः सर्वे दीनवक्त्राः पितामहम् ।
उपतस्थुर्महात्मानं प्रसाद्यैवमथाब्रुवन् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", पद्भ्यांतुशैलमापीड्यबडबामुखवन्मुखम् ।विवृत्योग्रंननादोच्चैस्त्रासयन्निवराक्षसान् ।। ,"<verse>
पादाभ्यां पीड्य शैलं तु विवृत्यासौ मुखं महत् ।
ननाद राक्षसाकारो त्रासयन् रजनीचरान् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", तच्छ्रुत्वा विषसादैव द्वितीयाप्रियशंसनात्।विषण्णवदनो भूत्वा भूयः पप्रच्छ मातरम्।। ,"<verse>
द्वितीयामप्रियां श्रुत्वा भूयः शोकेन पीडितः ।
दीनः स मातरं प्राह पुनरेवाब्रवीदिदम् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", तरसा तां समुत्पाट्य चिक्षेप बलवद्भली।तां शरैर्दशभिः क्रुद्धस्ताडयामास राक्षसः।। ,"<verse>
गृहीत्वा महतीं शैलं चिक्षेप हनुमान् बली ।
तं रक्षो दशभिर्बाणैः क्रुद्धश्चिच्छेद लीलया ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", तां पुरीं तादृशीं दृष्ट्वा दुराधर्षां सुरासुरैः।हनुमान् चिन्तयामास विनिश्चित्य मुहुर्मुहुः।। ,"<verse>
तां समीक्ष्य पुरीं लङ्कां देवदानवदुर्धराम् ।
चिन्तयामास तेजस्वी विनिःश्वस्य मुहुर्मुहुः ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", एतछ्रुत्वा शुभं वाक्यं भरद्वाजो महामुनिः।राघवस्य ततो वाक्यमर्थग्राहकमब्रवीत्।। ,"<verse>
श्रुत्वा रामस्य तद्वाक्यं शुभं सङ्कल्पसूचकम् ।
भरद्वाजो महातेजाः प्रत्युवाच रघूत्तमम् ॥
</verse>",False
" ""O Lion among kings, receive this payasam prepared by gods, conferring progeny, bestowing affluence and improving health.  ", एवं हि कथयन्त्यास्तु कौसल्यायाश्शुभं वचः।मन्दरश्मिरभूत्सूर्यो रजनी चाभ्यवर्तत।। ,"<verse>
कौसल्यायां ब्रुवन्त्यां तु करुणं साश्रुलोचनम् ।
मन्दप्रभोऽभवत्सूर्यः प्रवृत्ता च निशा ततः ॥
</verse>",False
